DeviceType,SerialNo,EnergyUsage,Interval,LoggedAt
SmartSensor,DEVICE-3390,3241,10,02/16/2022 20:20:00
SmartSensor,DEVICE-3390,3139,10,02/16/2022 20:30:00
SmartSensor,DEVICE-3390,3112,10,02/16/2022 20:40:00
SmartSensor,DEVICE-3390,3234,10,02/16/2022 20:50:00
SmartSensor,DEVICE-3390,3114,10,02/16/2022 21:00:00
SmartSensor,DEVICE-3390,3231,10,02/16/2022 21:10:00
SmartSensor,DEVICE-3390,3103,10,02/16/2022 21:20:00
SmartSensor,DEVICE-3390,3298,10,02/16/2022 21:30:00
SmartSensor,DEVICE-3390,3162,10,02/16/2022 21:40:00
SmartSensor,DEVICE-3390,3303,10,02/16/2022 21:50:00
SmartSensor,DEVICE-3390,3496,10,02/16/2022 22:00:00
SmartSensor,DEVICE-3390,3095,10,02/16/2022 22:10:00
SmartSensor,DEVICE-3390,3284,10,02/16/2022 22:20:00
SmartSensor,DEVICE-3390,3390,10,02/16/2022 22:30:00
SmartSensor,DEVICE-3390,3291,10,02/16/2022 22:40:00
SmartSensor,DEVICE-3390,3063,10,02/16/2022 22:50:00
SmartSensor,DEVICE-3390,3159,10,02/16/2022 23:00:00
SmartSensor,DEVICE-3390,3194,10,02/16/2022 23:10:00
SmartSensor,DEVICE-3390,3489,10,02/16/2022 23:20:00
SmartSensor,DEVICE-3390,3063,10,02/16/2022 23:30:00
SmartSensor,DEVICE-3390,3293,10,02/16/2022 23:40:00
SmartSensor,DEVICE-3390,3273,10,02/16/2022 23:50:00
SmartSensor,DEVICE-3390,3204,10,02/17/2022 00:00:00
SmartSensor,DEVICE-3390,3498,10,02/17/2022 00:10:00
SmartSensor,DEVICE-3390,3123,10,02/17/2022 00:20:00
SmartSensor,DEVICE-3390,3210,10,02/17/2022 00:30:00
SmartSensor,DEVICE-3390,3490,10,02/17/2022 00:40:00
SmartSensor,DEVICE-3390,3198,10,02/17/2022 00:50:00
SmartSensor,DEVICE-3390,3451,10,02/17/2022 01:00:00
SmartSensor,DEVICE-3390,3369,10,02/17/2022 01:10:00
SmartSensor,DEVICE-3390,3125,10,02/17/2022 01:20:00
SmartSensor,DEVICE-3390,3001,10,02/17/2022 01:30:00
SmartSensor,DEVICE-3390,3080,10,02/17/2022 01:40:00
SmartSensor,DEVICE-3390,3010,10,02/17/2022 01:50:00
SmartSensor,DEVICE-3390,3116,10,02/17/2022 02:00:00
SmartSensor,DEVICE-3390,3293,10,02/17/2022 02:10:00
SmartSensor,DEVICE-3390,3173,10,02/17/2022 02:20:00
SmartSensor,DEVICE-3390,3480,10,02/17/2022 02:30:00
SmartSensor,DEVICE-3390,3228,10,02/17/2022 02:40:00
SmartSensor,DEVICE-3390,3357,10,02/17/2022 02:50:00
SmartSensor,DEVICE-3390,3470,10,02/17/2022 03:00:00
SmartSensor,DEVICE-3390,3312,10,02/17/2022 03:10:00
SmartSensor,DEVICE-3390,3246,10,02/17/2022 03:20:00
SmartSensor,DEVICE-3390,3043,10,02/17/2022 03:30:00
SmartSensor,DEVICE-3390,3157,10,02/17/2022 03:40:00
SmartSensor,DEVICE-3390,3381,10,02/17/2022 03:50:00
SmartSensor,DEVICE-3390,3181,10,02/17/2022 04:00:00
SmartSensor,DEVICE-3390,3248,10,02/17/2022 04:10:00
SmartSensor,DEVICE-3390,3428,10,02/17/2022 04:20:00
SmartSensor,DEVICE-3390,3419,10,02/17/2022 04:30:00
SmartSensor,DEVICE-3390,3360,10,02/17/2022 04:40:00
SmartSensor,DEVICE-3390,3383,10,02/17/2022 04:50:00
SmartSensor,DEVICE-3390,3494,10,02/17/2022 05:00:00
SmartSensor,DEVICE-3390,3291,10,02/17/2022 05:10:00
SmartSensor,DEVICE-3390,3191,10,02/17/2022 05:20:00
SmartSensor,DEVICE-3390,3442,10,02/17/2022 05:30:00
SmartSensor,DEVICE-3390,3141,10,02/17/2022 05:40:00
SmartSensor,DEVICE-3390,3331,10,02/17/2022 05:50:00
SmartSensor,DEVICE-3390,3233,10,02/17/2022 06:00:00
SmartSensor,DEVICE-3390,3034,10,02/17/2022 06:10:00
SmartSensor,DEVICE-3390,3065,10,02/17/2022 06:20:00
SmartSensor,DEVICE-3390,3119,10,02/17/2022 06:30:00
SmartSensor,DEVICE-3390,3286,10,02/17/2022 06:40:00
SmartSensor,DEVICE-3390,3288,10,02/17/2022 06:50:00
SmartSensor,DEVICE-3390,3408,10,02/17/2022 07:00:00
SmartSensor,DEVICE-3390,3191,10,02/17/2022 07:10:00
SmartSensor,DEVICE-3390,3492,10,02/17/2022 07:20:00
SmartSensor,DEVICE-3390,3250,10,02/17/2022 07:30:00
SmartSensor,DEVICE-3390,3206,10,02/17/2022 07:40:00
SmartSensor,DEVICE-3390,3166,10,02/17/2022 07:50:00
SmartSensor,DEVICE-3390,3416,10,02/17/2022 08:00:00
SmartSensor,DEVICE-3390,3368,10,02/17/2022 08:10:00
SmartSensor,DEVICE-3390,3056,10,02/17/2022 08:20:00
SmartSensor,DEVICE-3390,3268,10,02/17/2022 08:30:00
SmartSensor,DEVICE-3390,3368,10,02/17/2022 08:40:00
SmartSensor,DEVICE-3390,3244,10,02/17/2022 08:50:00
SmartSensor,DEVICE-3390,5315,10,02/17/2022 09:00:00
SmartSensor,DEVICE-3390,5015,10,02/17/2022 09:10:00
SmartSensor,DEVICE-3390,5198,10,02/17/2022 09:20:00
SmartSensor,DEVICE-3390,5451,10,02/17/2022 09:30:00
SmartSensor,DEVICE-3390,5376,10,02/17/2022 09:40:00
SmartSensor,DEVICE-3390,5260,10,02/17/2022 09:50:00
SmartSensor,DEVICE-3390,5151,10,02/17/2022 10:00:00
SmartSensor,DEVICE-3390,5323,10,02/17/2022 10:10:00
SmartSensor,DEVICE-3390,5360,10,02/17/2022 10:20:00
SmartSensor,DEVICE-3390,5402,10,02/17/2022 10:30:00
SmartSensor,DEVICE-3390,5031,10,02/17/2022 10:40:00
SmartSensor,DEVICE-3390,5018,10,02/17/2022 10:50:00
SmartSensor,DEVICE-3390,5227,10,02/17/2022 11:00:00
SmartSensor,DEVICE-3390,5030,10,02/17/2022 11:10:00
SmartSensor,DEVICE-3390,5189,10,02/17/2022 11:20:00
SmartSensor,DEVICE-3390,5124,10,02/17/2022 11:30:00
SmartSensor,DEVICE-3390,5340,10,02/17/2022 11:40:00
SmartSensor,DEVICE-3390,5264,10,02/17/2022 11:50:00
SmartSensor,DEVICE-3390,5349,10,02/17/2022 12:00:00
SmartSensor,DEVICE-3390,5136,10,02/17/2022 12:10:00
SmartSensor,DEVICE-3390,5103,10,02/17/2022 12:20:00
SmartSensor,DEVICE-3390,5014,10,02/17/2022 12:30:00
SmartSensor,DEVICE-3390,5003,10,02/17/2022 12:40:00
SmartSensor,DEVICE-3390,5231,10,02/17/2022 12:50:00
SmartSensor,DEVICE-3390,5047,10,02/17/2022 13:00:00
SmartSensor,DEVICE-3390,5000,10,02/17/2022 13:10:00
SmartSensor,DEVICE-3390,5489,10,02/17/2022 13:20:00
SmartSensor,DEVICE-3390,5046,10,02/17/2022 13:30:00
SmartSensor,DEVICE-3390,5446,10,02/17/2022 13:40:00
SmartSensor,DEVICE-3390,5241,10,02/17/2022 13:50:00
SmartSensor,DEVICE-3390,5123,10,02/17/2022 14:00:00
SmartSensor,DEVICE-3390,5491,10,02/17/2022 14:10:00
SmartSensor,DEVICE-3390,5186,10,02/17/2022 14:20:00
SmartSensor,DEVICE-3390,5422,10,02/17/2022 14:30:00
SmartSensor,DEVICE-3390,5032,10,02/17/2022 14:40:00
SmartSensor,DEVICE-3390,5450,10,02/17/2022 14:50:00
SmartSensor,DEVICE-3390,5245,10,02/17/2022 15:00:00
SmartSensor,DEVICE-3390,5103,10,02/17/2022 15:10:00
SmartSensor,DEVICE-3390,5354,10,02/17/2022 15:20:00
SmartSensor,DEVICE-3390,5485,10,02/17/2022 15:30:00
SmartSensor,DEVICE-3390,5329,10,02/17/2022 15:40:00
SmartSensor,DEVICE-3390,5313,10,02/17/2022 15:50:00
SmartSensor,DEVICE-3390,5174,10,02/17/2022 16:00:00
SmartSensor,DEVICE-3390,5389,10,02/17/2022 16:10:00
SmartSensor,DEVICE-3390,5496,10,02/17/2022 16:20:00
SmartSensor,DEVICE-3390,5386,10,02/17/2022 16:30:00
SmartSensor,DEVICE-3390,5448,10,02/17/2022 16:40:00
SmartSensor,DEVICE-3390,5468,10,02/17/2022 16:50:00
SmartSensor,DEVICE-3390,5108,10,02/17/2022 17:00:00
SmartSensor,DEVICE-3390,5139,10,02/17/2022 17:10:00
SmartSensor,DEVICE-3390,5121,10,02/17/2022 17:20:00
SmartSensor,DEVICE-3390,5125,10,02/17/2022 17:30:00
SmartSensor,DEVICE-3390,5202,10,02/17/2022 17:40:00
SmartSensor,DEVICE-3390,5148,10,02/17/2022 17:50:00
SmartSensor,DEVICE-3390,5305,10,02/17/2022 18:00:00
SmartSensor,DEVICE-3390,5412,10,02/17/2022 18:10:00
SmartSensor,DEVICE-3390,5427,10,02/17/2022 18:20:00
SmartSensor,DEVICE-3390,5017,10,02/17/2022 18:30:00
SmartSensor,DEVICE-3390,5273,10,02/17/2022 18:40:00
SmartSensor,DEVICE-3390,5304,10,02/17/2022 18:50:00
SmartSensor,DEVICE-3390,3318,10,02/17/2022 19:00:00
SmartSensor,DEVICE-3390,3178,10,02/17/2022 19:10:00
SmartSensor,DEVICE-3390,3462,10,02/17/2022 19:20:00
SmartSensor,DEVICE-3390,3266,10,02/17/2022 19:30:00
SmartSensor,DEVICE-3390,3140,10,02/17/2022 19:40:00
SmartSensor,DEVICE-3390,3279,10,02/17/2022 19:50:00
SmartSensor,DEVICE-3390,3261,10,02/17/2022 20:00:00
SmartSensor,DEVICE-3390,3328,10,02/17/2022 20:10:00
SmartSensor,DEVICE-3390,3214,10,02/17/2022 20:20:00
SmartSensor,DEVICE-3390,3274,10,02/17/2022 20:30:00
SmartSensor,DEVICE-3390,3383,10,02/17/2022 20:40:00
SmartSensor,DEVICE-3390,3190,10,02/17/2022 20:50:00
SmartSensor,DEVICE-3390,3033,10,02/17/2022 21:00:00
SmartSensor,DEVICE-3390,3158,10,02/17/2022 21:10:00
SmartSensor,DEVICE-3390,3185,10,02/17/2022 21:20:00
SmartSensor,DEVICE-3390,3363,10,02/17/2022 21:30:00
SmartSensor,DEVICE-3390,3386,10,02/17/2022 21:40:00
SmartSensor,DEVICE-3390,3297,10,02/17/2022 21:50:00
SmartSensor,DEVICE-3390,3309,10,02/17/2022 22:00:00
SmartSensor,DEVICE-3390,3044,10,02/17/2022 22:10:00
SmartSensor,DEVICE-3390,3052,10,02/17/2022 22:20:00
SmartSensor,DEVICE-3390,3007,10,02/17/2022 22:30:00
SmartSensor,DEVICE-3390,3264,10,02/17/2022 22:40:00
SmartSensor,DEVICE-3390,3187,10,02/17/2022 22:50:00
SmartSensor,DEVICE-3390,3077,10,02/17/2022 23:00:00
SmartSensor,DEVICE-3390,3178,10,02/17/2022 23:10:00
SmartSensor,DEVICE-3390,3414,10,02/17/2022 23:20:00
SmartSensor,DEVICE-3390,3362,10,02/17/2022 23:30:00
SmartSensor,DEVICE-3390,3343,10,02/17/2022 23:40:00
SmartSensor,DEVICE-3390,3110,10,02/17/2022 23:50:00
SmartSensor,DEVICE-3390,3353,10,02/18/2022 00:00:00
SmartSensor,DEVICE-3390,3238,10,02/18/2022 00:10:00
SmartSensor,DEVICE-3390,3360,10,02/18/2022 00:20:00
SmartSensor,DEVICE-3390,3243,10,02/18/2022 00:30:00
SmartSensor,DEVICE-3390,3294,10,02/18/2022 00:40:00
SmartSensor,DEVICE-3390,3283,10,02/18/2022 00:50:00
SmartSensor,DEVICE-3390,3056,10,02/18/2022 01:00:00
SmartSensor,DEVICE-3390,3182,10,02/18/2022 01:10:00
SmartSensor,DEVICE-3390,3215,10,02/18/2022 01:20:00
SmartSensor,DEVICE-3390,3387,10,02/18/2022 01:30:00
SmartSensor,DEVICE-3390,3459,10,02/18/2022 01:40:00
SmartSensor,DEVICE-3390,3010,10,02/18/2022 01:50:00
SmartSensor,DEVICE-3390,3020,10,02/18/2022 02:00:00
SmartSensor,DEVICE-3390,3471,10,02/18/2022 02:10:00
SmartSensor,DEVICE-3390,3437,10,02/18/2022 02:20:00
SmartSensor,DEVICE-3390,3355,10,02/18/2022 02:30:00
SmartSensor,DEVICE-3390,3161,10,02/18/2022 02:40:00
SmartSensor,DEVICE-3390,3389,10,02/18/2022 02:50:00
SmartSensor,DEVICE-3390,3133,10,02/18/2022 03:00:00
SmartSensor,DEVICE-3390,3001,10,02/18/2022 03:10:00
SmartSensor,DEVICE-3390,3024,10,02/18/2022 03:20:00
SmartSensor,DEVICE-3390,3000,10,02/18/2022 03:30:00
SmartSensor,DEVICE-3390,3339,10,02/18/2022 03:40:00
SmartSensor,DEVICE-3390,3083,10,02/18/2022 03:50:00
SmartSensor,DEVICE-3390,3273,10,02/18/2022 04:00:00
SmartSensor,DEVICE-3390,3457,10,02/18/2022 04:10:00
SmartSensor,DEVICE-3390,3466,10,02/18/2022 04:20:00
SmartSensor,DEVICE-3390,3420,10,02/18/2022 04:30:00
SmartSensor,DEVICE-3390,3317,10,02/18/2022 04:40:00
SmartSensor,DEVICE-3390,3065,10,02/18/2022 04:50:00
SmartSensor,DEVICE-3390,3123,10,02/18/2022 05:00:00
SmartSensor,DEVICE-3390,3350,10,02/18/2022 05:10:00
SmartSensor,DEVICE-3390,3478,10,02/18/2022 05:20:00
SmartSensor,DEVICE-3390,3109,10,02/18/2022 05:30:00
SmartSensor,DEVICE-3390,3113,10,02/18/2022 05:40:00
SmartSensor,DEVICE-3390,3328,10,02/18/2022 05:50:00
SmartSensor,DEVICE-3390,3307,10,02/18/2022 06:00:00
SmartSensor,DEVICE-3390,3356,10,02/18/2022 06:10:00
SmartSensor,DEVICE-3390,3038,10,02/18/2022 06:20:00
SmartSensor,DEVICE-3390,3015,10,02/18/2022 06:30:00
SmartSensor,DEVICE-3390,3019,10,02/18/2022 06:40:00
SmartSensor,DEVICE-3390,3212,10,02/18/2022 06:50:00
SmartSensor,DEVICE-3390,3083,10,02/18/2022 07:00:00
SmartSensor,DEVICE-3390,3238,10,02/18/2022 07:10:00
SmartSensor,DEVICE-3390,3157,10,02/18/2022 07:20:00
SmartSensor,DEVICE-3390,3093,10,02/18/2022 07:30:00
SmartSensor,DEVICE-3390,3404,10,02/18/2022 07:40:00
SmartSensor,DEVICE-3390,3056,10,02/18/2022 07:50:00
SmartSensor,DEVICE-3390,3115,10,02/18/2022 08:00:00
SmartSensor,DEVICE-3390,3115,10,02/18/2022 08:10:00
SmartSensor,DEVICE-3390,3404,10,02/18/2022 08:20:00
SmartSensor,DEVICE-3390,3425,10,02/18/2022 08:30:00
SmartSensor,DEVICE-3390,3498,10,02/18/2022 08:40:00
SmartSensor,DEVICE-3390,3481,10,02/18/2022 08:50:00
SmartSensor,DEVICE-3390,5388,10,02/18/2022 09:00:00
SmartSensor,DEVICE-3390,5364,10,02/18/2022 09:10:00
SmartSensor,DEVICE-3390,5258,10,02/18/2022 09:20:00
SmartSensor,DEVICE-3390,5459,10,02/18/2022 09:30:00
SmartSensor,DEVICE-3390,5265,10,02/18/2022 09:40:00
SmartSensor,DEVICE-3390,5358,10,02/18/2022 09:50:00
SmartSensor,DEVICE-3390,5295,10,02/18/2022 10:00:00
SmartSensor,DEVICE-3390,5019,10,02/18/2022 10:10:00
SmartSensor,DEVICE-3390,5160,10,02/18/2022 10:20:00
SmartSensor,DEVICE-3390,5499,10,02/18/2022 10:30:00
SmartSensor,DEVICE-3390,5385,10,02/18/2022 10:40:00
SmartSensor,DEVICE-3390,5187,10,02/18/2022 10:50:00
SmartSensor,DEVICE-3390,5245,10,02/18/2022 11:00:00
SmartSensor,DEVICE-3390,5199,10,02/18/2022 11:10:00
SmartSensor,DEVICE-3390,5065,10,02/18/2022 11:20:00
SmartSensor,DEVICE-3390,5352,10,02/18/2022 11:30:00
SmartSensor,DEVICE-3390,5003,10,02/18/2022 11:40:00
SmartSensor,DEVICE-3390,5403,10,02/18/2022 11:50:00
SmartSensor,DEVICE-3390,5226,10,02/18/2022 12:00:00
SmartSensor,DEVICE-3390,5428,10,02/18/2022 12:10:00
SmartSensor,DEVICE-3390,5474,10,02/18/2022 12:20:00
SmartSensor,DEVICE-3390,5322,10,02/18/2022 12:30:00
SmartSensor,DEVICE-3390,5260,10,02/18/2022 12:40:00
SmartSensor,DEVICE-3390,5075,10,02/18/2022 12:50:00
SmartSensor,DEVICE-3390,5284,10,02/18/2022 13:00:00
SmartSensor,DEVICE-3390,5243,10,02/18/2022 13:10:00
SmartSensor,DEVICE-3390,5397,10,02/18/2022 13:20:00
SmartSensor,DEVICE-3390,5025,10,02/18/2022 13:30:00
SmartSensor,DEVICE-3390,5187,10,02/18/2022 13:40:00
SmartSensor,DEVICE-3390,5050,10,02/18/2022 13:50:00
SmartSensor,DEVICE-3390,5037,10,02/18/2022 14:00:00
SmartSensor,DEVICE-3390,5283,10,02/18/2022 14:10:00
SmartSensor,DEVICE-3390,5398,10,02/18/2022 14:20:00
SmartSensor,DEVICE-3390,5455,10,02/18/2022 14:30:00
SmartSensor,DEVICE-3390,5314,10,02/18/2022 14:40:00
SmartSensor,DEVICE-3390,5348,10,02/18/2022 14:50:00
SmartSensor,DEVICE-3390,5436,10,02/18/2022 15:00:00
SmartSensor,DEVICE-3390,5477,10,02/18/2022 15:10:00
SmartSensor,DEVICE-3390,5133,10,02/18/2022 15:20:00
SmartSensor,DEVICE-3390,5218,10,02/18/2022 15:30:00
SmartSensor,DEVICE-3390,5110,10,02/18/2022 15:40:00
SmartSensor,DEVICE-3390,5410,10,02/18/2022 15:50:00
SmartSensor,DEVICE-3390,5274,10,02/18/2022 16:00:00
SmartSensor,DEVICE-3390,5411,10,02/18/2022 16:10:00
SmartSensor,DEVICE-3390,5187,10,02/18/2022 16:20:00
SmartSensor,DEVICE-3390,5209,10,02/18/2022 16:30:00
SmartSensor,DEVICE-3390,5280,10,02/18/2022 16:40:00
SmartSensor,DEVICE-3390,5005,10,02/18/2022 16:50:00
SmartSensor,DEVICE-3390,5205,10,02/18/2022 17:00:00
SmartSensor,DEVICE-3390,5051,10,02/18/2022 17:10:00
SmartSensor,DEVICE-3390,5413,10,02/18/2022 17:20:00
SmartSensor,DEVICE-3390,5027,10,02/18/2022 17:30:00
SmartSensor,DEVICE-3390,5487,10,02/18/2022 17:40:00
SmartSensor,DEVICE-3390,5328,10,02/18/2022 17:50:00
SmartSensor,DEVICE-3390,5067,10,02/18/2022 18:00:00
SmartSensor,DEVICE-3390,5184,10,02/18/2022 18:10:00
SmartSensor,DEVICE-3390,5034,10,02/18/2022 18:20:00
SmartSensor,DEVICE-3390,5131,10,02/18/2022 18:30:00
SmartSensor,DEVICE-3390,5041,10,02/18/2022 18:40:00
SmartSensor,DEVICE-3390,5202,10,02/18/2022 18:50:00
SmartSensor,DEVICE-3390,3425,10,02/18/2022 19:00:00
SmartSensor,DEVICE-3390,3207,10,02/18/2022 19:10:00
SmartSensor,DEVICE-3390,3290,10,02/18/2022 19:20:00
SmartSensor,DEVICE-3390,3367,10,02/18/2022 19:30:00
SmartSensor,DEVICE-3390,3318,10,02/18/2022 19:40:00
SmartSensor,DEVICE-3390,3157,10,02/18/2022 19:50:00
SmartSensor,DEVICE-3390,3425,10,02/18/2022 20:00:00
SmartSensor,DEVICE-3390,3002,10,02/18/2022 20:10:00
SmartSensor,DEVICE-3390,3467,10,02/18/2022 20:20:00
SmartSensor,DEVICE-3390,3390,10,02/18/2022 20:30:00
SmartSensor,DEVICE-3390,3277,10,02/18/2022 20:40:00
SmartSensor,DEVICE-3390,3299,10,02/18/2022 20:50:00
SmartSensor,DEVICE-3390,3210,10,02/18/2022 21:00:00
SmartSensor,DEVICE-3390,3222,10,02/18/2022 21:10:00
SmartSensor,DEVICE-3390,3121,10,02/18/2022 21:20:00
SmartSensor,DEVICE-3390,3100,10,02/18/2022 21:30:00
SmartSensor,DEVICE-3390,3492,10,02/18/2022 21:40:00
SmartSensor,DEVICE-3390,3143,10,02/18/2022 21:50:00
SmartSensor,DEVICE-3390,3094,10,02/18/2022 22:00:00
SmartSensor,DEVICE-3390,3465,10,02/18/2022 22:10:00
SmartSensor,DEVICE-3390,3003,10,02/18/2022 22:20:00
SmartSensor,DEVICE-3390,3456,10,02/18/2022 22:30:00
SmartSensor,DEVICE-3390,3202,10,02/18/2022 22:40:00
SmartSensor,DEVICE-3390,3142,10,02/18/2022 22:50:00
SmartSensor,DEVICE-3390,3185,10,02/18/2022 23:00:00
SmartSensor,DEVICE-3390,3025,10,02/18/2022 23:10:00
SmartSensor,DEVICE-3390,3056,10,02/18/2022 23:20:00
SmartSensor,DEVICE-3390,3189,10,02/18/2022 23:30:00
SmartSensor,DEVICE-3390,3001,10,02/18/2022 23:40:00
SmartSensor,DEVICE-3390,3172,10,02/18/2022 23:50:00
SmartSensor,DEVICE-3390,3486,10,02/19/2022 00:00:00
SmartSensor,DEVICE-3390,3087,10,02/19/2022 00:10:00
SmartSensor,DEVICE-3390,3276,10,02/19/2022 00:20:00
SmartSensor,DEVICE-3390,3024,10,02/19/2022 00:30:00
SmartSensor,DEVICE-3390,3418,10,02/19/2022 00:40:00
SmartSensor,DEVICE-3390,3271,10,02/19/2022 00:50:00
SmartSensor,DEVICE-3390,3492,10,02/19/2022 01:00:00
SmartSensor,DEVICE-3390,3057,10,02/19/2022 01:10:00
SmartSensor,DEVICE-3390,3417,10,02/19/2022 01:20:00
SmartSensor,DEVICE-3390,3476,10,02/19/2022 01:30:00
SmartSensor,DEVICE-3390,3058,10,02/19/2022 01:40:00
SmartSensor,DEVICE-3390,3424,10,02/19/2022 01:50:00
SmartSensor,DEVICE-3390,3016,10,02/19/2022 02:00:00
SmartSensor,DEVICE-3390,3346,10,02/19/2022 02:10:00
SmartSensor,DEVICE-3390,3254,10,02/19/2022 02:20:00
SmartSensor,DEVICE-3390,3052,10,02/19/2022 02:30:00
SmartSensor,DEVICE-3390,3097,10,02/19/2022 02:40:00
SmartSensor,DEVICE-3390,3039,10,02/19/2022 02:50:00
SmartSensor,DEVICE-3390,3088,10,02/19/2022 03:00:00
SmartSensor,DEVICE-3390,3184,10,02/19/2022 03:10:00
SmartSensor,DEVICE-3390,3039,10,02/19/2022 03:20:00
SmartSensor,DEVICE-3390,3035,10,02/19/2022 03:30:00
SmartSensor,DEVICE-3390,3272,10,02/19/2022 03:40:00
SmartSensor,DEVICE-3390,3019,10,02/19/2022 03:50:00
SmartSensor,DEVICE-3390,3111,10,02/19/2022 04:00:00
SmartSensor,DEVICE-3390,3168,10,02/19/2022 04:10:00
SmartSensor,DEVICE-3390,3028,10,02/19/2022 04:20:00
SmartSensor,DEVICE-3390,3121,10,02/19/2022 04:30:00
SmartSensor,DEVICE-3390,3403,10,02/19/2022 04:40:00
SmartSensor,DEVICE-3390,3063,10,02/19/2022 04:50:00
SmartSensor,DEVICE-3390,3141,10,02/19/2022 05:00:00
SmartSensor,DEVICE-3390,3044,10,02/19/2022 05:10:00
SmartSensor,DEVICE-3390,3407,10,02/19/2022 05:20:00
SmartSensor,DEVICE-3390,3005,10,02/19/2022 05:30:00
SmartSensor,DEVICE-3390,3020,10,02/19/2022 05:40:00
SmartSensor,DEVICE-3390,3339,10,02/19/2022 05:50:00
SmartSensor,DEVICE-3390,3345,10,02/19/2022 06:00:00
SmartSensor,DEVICE-3390,3252,10,02/19/2022 06:10:00
SmartSensor,DEVICE-3390,3369,10,02/19/2022 06:20:00
SmartSensor,DEVICE-3390,3319,10,02/19/2022 06:30:00
SmartSensor,DEVICE-3390,3318,10,02/19/2022 06:40:00
SmartSensor,DEVICE-3390,3393,10,02/19/2022 06:50:00
SmartSensor,DEVICE-3390,3478,10,02/19/2022 07:00:00
SmartSensor,DEVICE-3390,3207,10,02/19/2022 07:10:00
SmartSensor,DEVICE-3390,3026,10,02/19/2022 07:20:00
SmartSensor,DEVICE-3390,3442,10,02/19/2022 07:30:00
SmartSensor,DEVICE-3390,3242,10,02/19/2022 07:40:00
SmartSensor,DEVICE-3390,3367,10,02/19/2022 07:50:00
SmartSensor,DEVICE-3390,3456,10,02/19/2022 08:00:00
SmartSensor,DEVICE-3390,3164,10,02/19/2022 08:10:00
SmartSensor,DEVICE-3390,3113,10,02/19/2022 08:20:00
SmartSensor,DEVICE-3390,3322,10,02/19/2022 08:30:00
SmartSensor,DEVICE-3390,3376,10,02/19/2022 08:40:00
SmartSensor,DEVICE-3390,3031,10,02/19/2022 08:50:00
SmartSensor,DEVICE-3390,5423,10,02/19/2022 09:00:00
SmartSensor,DEVICE-3390,5042,10,02/19/2022 09:10:00
SmartSensor,DEVICE-3390,5137,10,02/19/2022 09:20:00
SmartSensor,DEVICE-3390,5295,10,02/19/2022 09:30:00
SmartSensor,DEVICE-3390,5370,10,02/19/2022 09:40:00
SmartSensor,DEVICE-3390,5486,10,02/19/2022 09:50:00
SmartSensor,DEVICE-3390,5413,10,02/19/2022 10:00:00
SmartSensor,DEVICE-3390,5007,10,02/19/2022 10:10:00
SmartSensor,DEVICE-3390,5251,10,02/19/2022 10:20:00
SmartSensor,DEVICE-3390,5141,10,02/19/2022 10:30:00
SmartSensor,DEVICE-3390,5061,10,02/19/2022 10:40:00
SmartSensor,DEVICE-3390,5018,10,02/19/2022 10:50:00
SmartSensor,DEVICE-3390,5444,10,02/19/2022 11:00:00
SmartSensor,DEVICE-3390,5366,10,02/19/2022 11:10:00
SmartSensor,DEVICE-3390,5353,10,02/19/2022 11:20:00
SmartSensor,DEVICE-3390,5086,10,02/19/2022 11:30:00
SmartSensor,DEVICE-3390,5473,10,02/19/2022 11:40:00
SmartSensor,DEVICE-3390,5135,10,02/19/2022 11:50:00
SmartSensor,DEVICE-3390,5235,10,02/19/2022 12:00:00
SmartSensor,DEVICE-3390,5180,10,02/19/2022 12:10:00
SmartSensor,DEVICE-3390,5103,10,02/19/2022 12:20:00
SmartSensor,DEVICE-3390,5317,10,02/19/2022 12:30:00
SmartSensor,DEVICE-3390,5158,10,02/19/2022 12:40:00
SmartSensor,DEVICE-3390,5310,10,02/19/2022 12:50:00
SmartSensor,DEVICE-3390,5236,10,02/19/2022 13:00:00
SmartSensor,DEVICE-3390,5328,10,02/19/2022 13:10:00
SmartSensor,DEVICE-3390,5099,10,02/19/2022 13:20:00
SmartSensor,DEVICE-3390,5200,10,02/19/2022 13:30:00
SmartSensor,DEVICE-3390,5281,10,02/19/2022 13:40:00
SmartSensor,DEVICE-3390,5444,10,02/19/2022 13:50:00
SmartSensor,DEVICE-3390,5408,10,02/19/2022 14:00:00
SmartSensor,DEVICE-3390,5198,10,02/19/2022 14:10:00
SmartSensor,DEVICE-3390,5201,10,02/19/2022 14:20:00
SmartSensor,DEVICE-3390,5209,10,02/19/2022 14:30:00
SmartSensor,DEVICE-3390,5421,10,02/19/2022 14:40:00
SmartSensor,DEVICE-3390,5284,10,02/19/2022 14:50:00
SmartSensor,DEVICE-3390,5233,10,02/19/2022 15:00:00
SmartSensor,DEVICE-3390,5066,10,02/19/2022 15:10:00
SmartSensor,DEVICE-3390,5454,10,02/19/2022 15:20:00
SmartSensor,DEVICE-3390,5365,10,02/19/2022 15:30:00
SmartSensor,DEVICE-3390,5305,10,02/19/2022 15:40:00
SmartSensor,DEVICE-3390,5242,10,02/19/2022 15:50:00
SmartSensor,DEVICE-3390,5274,10,02/19/2022 16:00:00
SmartSensor,DEVICE-3390,5260,10,02/19/2022 16:10:00
SmartSensor,DEVICE-3390,5485,10,02/19/2022 16:20:00
SmartSensor,DEVICE-3390,5105,10,02/19/2022 16:30:00
